State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
WV,West Virginia,2016,February,12 month-ending,Heroin (T40.1),209,100,0.12829912,
WV,West Virginia,2015,October,12 month-ending,Heroin (T40.1),208,100,0.178850883,
WV,West Virginia,2015,November,12 month-ending,Heroin (T40.1),207,100,0.161790481,
WV,West Virginia,2015,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",206,100,0.178850883,
WV,West Virginia,2015,December,12 month-ending,Heroin (T40.1),200,100,0.139809678,
WV,West Virginia,2016,January,12 month-ending,Heroin (T40.1),199,100,0.141275122,
WV,West Virginia,2015,September,12 month-ending,Heroin (T40.1),198,100,0.201848031,
WV,West Virginia,2015,July,12 month-ending,Heroin (T40.1),189,100,0.201884253,
WV,West Virginia,2015,April,12 month-ending,Heroin (T40.1),187,100,0.16752694,
WV,West Virginia,2015,August,12 month-ending,Heroin (T40.1),187,100,0.201884253,
WV,West Virginia,2015,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",187,100,0.201848031,
WV,West Virginia,2015,May,12 month-ending,Heroin (T40.1),184,100,0.16665916,
WV,West Virginia,2015,March,12 month-ending,Heroin (T40.1),183,100,0.15537885,
WV,West Virginia,2015,June,12 month-ending,Heroin (T40.1),182,100,0.212065154,
WV,West Virginia,2015,January,12 month-ending,Heroin (T40.1),178,100,0.156451316,
WV,West Virginia,2015,February,12 month-ending,Heroin (T40.1),177,100,0.16505433,
WV,West Virginia,2015,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",177,100,0.201884253,
WV,West Virginia,2015,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",176,100,0.201884253,
WV,West Virginia,2017,March,12 month-ending,Cocaine (T40.5),169,98.5,0.422074975,*Likely underreported due to incomplete data
WV,West Virginia,2015,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",167,100,0.212065154,
WV,West Virginia,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",165,100,0.16752694,
WV,West Virginia,2015,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",164,100,0.16665916,
WV,West Virginia,2017,February,12 month-ending,Cocaine (T40.5),161,98.6,0.296722359,*Likely underreported due to incomplete data
WV,West Virginia,2017,January,12 month-ending,Cocaine (T40.5),160,98.8,0.191763309,*Likely underreported due to incomplete data
WV,West Virginia,2016,December,12 month-ending,Cocaine (T40.5),152,100,0.109140518,
WV,West Virginia,2016,November,12 month-ending,Cocaine (T40.5),151,100,0.091257529,
WV,West Virginia,2017,March,12 month-ending,Psychostimulants with abuse potential (T43.6),143,98.5,0.422074975,*Likely underreported due to incomplete data
WV,West Virginia,2015,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",143,100,0.15537885,
WV,West Virginia,2015,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",139,100,0.16505433,
WV,West Virginia,2016,October,12 month-ending,Cocaine (T40.5),137,100,0.082417582,
WV,West Virginia,2016,August,12 month-ending,Cocaine (T40.5),131,100,0.096299353,
WV,West Virginia,2016,September,12 month-ending,Cocaine (T40.5),131,100,0.082398718,
WV,West Virginia,2015,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",128,100,0.156451316,
WV,West Virginia,2017,February,12 month-ending,Psychostimulants with abuse potential (T43.6),127,98.6,0.296722359,*Likely underreported due to incomplete data
WV,West Virginia,2016,July,12 month-ending,Cocaine (T40.5),124,100,0.100778745,
WV,West Virginia,2016,June,12 month-ending,Cocaine (T40.5),122,100,0.082504469,
WV,West Virginia,2017,January,12 month-ending,Psychostimulants with abuse potential (T43.6),122,98.8,0.191763309,*Likely underreported due to incomplete data
WV,West Virginia,2016,May,12 month-ending,Cocaine (T40.5),115,100,0.119721877,
WV,West Virginia,2016,December,12 month-ending,Psychostimulants with abuse potential (T43.6),115,100,0.109140518,
WV,West Virginia,2016,April,12 month-ending,Cocaine (T40.5),108,100,0.115064206,
WV,West Virginia,2016,January,12 month-ending,Cocaine (T40.5),102,100,0.141275122,
WV,West Virginia,2016,February,12 month-ending,Cocaine (T40.5),101,100,0.12829912,
WV,West Virginia,2015,December,12 month-ending,Cocaine (T40.5),100,100,0.139809678,
WV,West Virginia,2016,March,12 month-ending,Cocaine (T40.5),100,100,0.128416804,
WV,West Virginia,2015,April,12 month-ending,Percent with drugs specified,99.70717423,100,0.16752694,
WV,West Virginia,2015,March,12 month-ending,Percent with drugs specified,99.70193741,100,0.15537885,
WV,West Virginia,2016,January,12 month-ending,Percent with drugs specified,99.58960328,100,0.141275122,
WV,West Virginia,2015,May,12 month-ending,Percent with drugs specified,99.55947137,100,0.16665916,
WV,West Virginia,2015,June,12 month-ending,Percent with drugs specified,99.55947137,100,0.212065154,
WV,West Virginia,2015,February,12 month-ending,Percent with drugs specified,99.54058193,100,0.16505433,
WV,West Virginia,2015,January,12 month-ending,Percent with drugs specified,99.53416149,100,0.156451316,
WV,West Virginia,2016,March,12 month-ending,Percent with drugs specified,99.47159841,100,0.128416804,
WV,West Virginia,2016,February,12 month-ending,Percent with drugs specified,99.47019868,100,0.12829912,
WV,West Virginia,2015,December,12 month-ending,Percent with drugs specified,99.45130316,100,0.139809678,
WV,West Virginia,2016,April,12 month-ending,Percent with drugs specified,99.34554974,100,0.115064206,
WV,West Virginia,2015,November,12 month-ending,Percent with drugs specified,99.30458971,100,0.161790481,
WV,West Virginia,2015,October,12 month-ending,Percent with drugs specified,99.30264993,100,0.178850883,
WV,West Virginia,2015,September,12 month-ending,Percent with drugs specified,99.27113703,100,0.201848031,
WV,West Virginia,2015,July,12 month-ending,Percent with drugs specified,99.26900585,100,0.201884253,
WV,West Virginia,2015,August,12 month-ending,Percent with drugs specified,99.26686217,100,0.201884253,
WV,West Virginia,2016,May,12 month-ending,Percent with drugs specified,99.10141207,100,0.119721877,
WV,West Virginia,2016,July,12 month-ending,Percent with drugs specified,99.01112485,100,0.100778745,
WV,West Virginia,2016,August,12 month-ending,Percent with drugs specified,98.90377588,100,0.096299353,
WV,West Virginia,2016,June,12 month-ending,Percent with drugs specified,98.75621891,100,0.082504469,
WV,West Virginia,2016,September,12 month-ending,Percent with drugs specified,98.68735084,100,0.082398718,
WV,West Virginia,2016,October,12 month-ending,Percent with drugs specified,98.4223301,100,0.082417582,
WV,West Virginia,2016,November,12 month-ending,Percent with drugs specified,97.89964994,100,0.091257529,
WV,West Virginia,2016,December,12 month-ending,Percent with drugs specified,97.38636364,100,0.109140518,
WV,West Virginia,2017,January,12 month-ending,Percent with drugs specified,97.36263736,98.8,0.191763309,*Likely underreported due to incomplete data
WV,West Virginia,2017,February,12 month-ending,Percent with drugs specified,97.29144095,98.6,0.296722359,*Likely underreported due to incomplete data
WV,West Virginia,2017,March,12 month-ending,Percent with drugs specified,97.20430108,98.5,0.422074975,*Likely underreported due to incomplete data
WV,West Virginia,2016,November,12 month-ending,Psychostimulants with abuse potential (T43.6),97,100,0.091257529,
WV,West Virginia,2015,November,12 month-ending,Cocaine (T40.5),93,100,0.161790481,
WV,West Virginia,2015,October,12 month-ending,Cocaine (T40.5),88,100,0.178850883,
WV,West Virginia,2016,October,12 month-ending,Psychostimulants with abuse potential (T43.6),87,100,0.082417582,
WV,West Virginia,2016,September,12 month-ending,Psychostimulants with abuse potential (T43.6),85,100,0.082398718,
WV,West Virginia,2016,August,12 month-ending,Psychostimulants with abuse potential (T43.6),82,100,0.096299353,
WV,West Virginia,2015,September,12 month-ending,Cocaine (T40.5),80,100,0.201848031,
WV,West Virginia,2016,July,12 month-ending,Psychostimulants with abuse potential (T43.6),78,100,0.100778745,
WV,West Virginia,2015,July,12 month-ending,Cocaine (T40.5),73,100,0.201884253,
WV,West Virginia,2015,August,12 month-ending,Cocaine (T40.5),73,100,0.201884253,
WV,West Virginia,2016,June,12 month-ending,Psychostimulants with abuse potential (T43.6),71,100,0.082504469,
WV,West Virginia,2016,February,12 month-ending,Psychostimulants with abuse potential (T43.6),70,100,0.12829912,
WV,West Virginia,2015,May,12 month-ending,Cocaine (T40.5),69,100,0.16665916,
WV,West Virginia,2015,June,12 month-ending,Cocaine (T40.5),69,100,0.212065154,
WV,West Virginia,2016,January,12 month-ending,Psychostimulants with abuse potential (T43.6),68,100,0.141275122,
WV,West Virginia,2015,March,12 month-ending,Cocaine (T40.5),67,100,0.15537885,
WV,West Virginia,2015,April,12 month-ending,Cocaine (T40.5),67,100,0.16752694,
WV,West Virginia,2015,November,12 month-ending,Psychostimulants with abuse potential (T43.6),67,100,0.161790481,
WV,West Virginia,2015,December,12 month-ending,Psychostimulants with abuse potential (T43.6),66,100,0.139809678,
WV,West Virginia,2016,March,12 month-ending,Psychostimulants with abuse potential (T43.6),66,100,0.128416804,
WV,West Virginia,2016,April,12 month-ending,Psychostimulants with abuse potential (T43.6),66,100,0.115064206,
WV,West Virginia,2016,May,12 month-ending,Psychostimulants with abuse potential (T43.6),64,100,0.119721877,
WV,West Virginia,2015,February,12 month-ending,Cocaine (T40.5),63,100,0.16505433,
WV,West Virginia,2015,October,12 month-ending,Psychostimulants with abuse potential (T43.6),63,100,0.178850883,
WV,West Virginia,2015,January,12 month-ending,Cocaine (T40.5),60,100,0.156451316,
WV,West Virginia,2015,September,12 month-ending,Psychostimulants with abuse potential (T43.6),56,100,0.201848031,
WV,West Virginia,2015,May,12 month-ending,Psychostimulants with abuse potential (T43.6),51,100,0.16665916,
WV,West Virginia,2015,July,12 month-ending,Psychostimulants with abuse potential (T43.6),51,100,0.201884253,
WV,West Virginia,2015,August,12 month-ending,Psychostimulants with abuse potential (T43.6),51,100,0.201884253,
WV,West Virginia,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),50,100,0.16752694,
WV,West Virginia,2015,June,12 month-ending,Psychostimulants with abuse potential (T43.6),50,100,0.212065154,
WV,West Virginia,2015,March,12 month-ending,Psychostimulants with abuse potential (T43.6),49,100,0.15537885,
WV,West Virginia,2015,February,12 month-ending,Psychostimulants with abuse potential (T43.6),43,100,0.16505433,
WV,West Virginia,2015,January,12 month-ending,Methadone (T40.3),41,100,0.156451316,
WV,West Virginia,2015,February,12 month-ending,Methadone (T40.3),41,100,0.16505433,
WV,West Virginia,2015,January,12 month-ending,Psychostimulants with abuse potential (T43.6),40,100,0.156451316,
WV,West Virginia,2015,March,12 month-ending,Methadone (T40.3),39,100,0.15537885,
WV,West Virginia,2015,April,12 month-ending,Methadone (T40.3),39,100,0.16752694,
WV,West Virginia,2015,May,12 month-ending,Methadone (T40.3),37,100,0.16665916,
WV,West Virginia,2015,June,12 month-ending,Methadone (T40.3),37,100,0.212065154,
WV,West Virginia,2015,July,12 month-ending,Methadone (T40.3),33,100,0.201884253,
WV,West Virginia,2015,August,12 month-ending,Methadone (T40.3),33,100,0.201884253,
WV,West Virginia,2016,July,12 month-ending,Methadone (T40.3),32,100,0.100778745,
WV,West Virginia,2016,November,12 month-ending,Methadone (T40.3),32,100,0.091257529,
WV,West Virginia,2015,October,12 month-ending,Methadone (T40.3),31,100,0.178850883,
WV,West Virginia,2015,November,12 month-ending,Methadone (T40.3),31,100,0.161790481,
WV,West Virginia,2015,December,12 month-ending,Methadone (T40.3),31,100,0.139809678,
WV,West Virginia,2016,February,12 month-ending,Methadone (T40.3),31,100,0.12829912,
WV,West Virginia,2016,August,12 month-ending,Methadone (T40.3),31,100,0.096299353,
WV,West Virginia,2016,September,12 month-ending,Methadone (T40.3),31,100,0.082398718,
WV,West Virginia,2016,October,12 month-ending,Methadone (T40.3),31,100,0.082417582,
WV,West Virginia,2016,January,12 month-ending,Methadone (T40.3),30,100,0.141275122,
WV,West Virginia,2016,April,12 month-ending,Methadone (T40.3),30,100,0.115064206,
WV,West Virginia,2015,September,12 month-ending,Methadone (T40.3),29,100,0.201848031,
WV,West Virginia,2016,March,12 month-ending,Methadone (T40.3),29,100,0.128416804,
WV,West Virginia,2016,May,12 month-ending,Methadone (T40.3),29,100,0.119721877,
WV,West Virginia,2016,June,12 month-ending,Methadone (T40.3),29,100,0.082504469,
WV,West Virginia,2016,December,12 month-ending,Methadone (T40.3),28,100,0.109140518,
WV,West Virginia,2017,January,12 month-ending,Methadone (T40.3),27,98.8,0.191763309,*Likely underreported due to incomplete data
WV,West Virginia,2017,February,12 month-ending,Methadone (T40.3),26,98.6,0.296722359,*Likely underreported due to incomplete data
WV,West Virginia,2017,March,12 month-ending,Methadone (T40.3),26,98.5,0.422074975,*Likely underreported due to incomplete data
WI,Wisconsin,2017,January,12 month-ending,Number of Deaths,51928,100,0.134802034,*Likely underreported due to incomplete data
WI,Wisconsin,2017,February,12 month-ending,Number of Deaths,51895,100,0.171500145,*Likely underreported due to incomplete data
WI,Wisconsin,2017,March,12 month-ending,Number of Deaths,51831,100,0.22187494,*Likely underreported due to incomplete data
WI,Wisconsin,2016,December,12 month-ending,Number of Deaths,51652,100,0.110353907,
WI,Wisconsin,2015,October,12 month-ending,Number of Deaths,51449,100,0.112732998,
WI,Wisconsin,2015,September,12 month-ending,Number of Deaths,51390,100,0.103132905,
WI,Wisconsin,2015,April,12 month-ending,Number of Deaths,51340,100,0.070120764,
WI,Wisconsin,2015,August,12 month-ending,Number of Deaths,51338,100,0.091550119,
WI,Wisconsin,2016,November,12 month-ending,Number of Deaths,51338,100,0.140246991,
WI,Wisconsin,2015,July,12 month-ending,Number of Deaths,51319,100,0.089635418,
WI,Wisconsin,2015,June,12 month-ending,Number of Deaths,51287,100,0.083841909,
WI,Wisconsin,2015,November,12 month-ending,Number of Deaths,51286,100,0.159887689,
WI,Wisconsin,2016,September,12 month-ending,Number of Deaths,51258,100,0.193140583,
WI,Wisconsin,2016,August,12 month-ending,Number of Deaths,51241,100,0.202962472,
WI,Wisconsin,2015,May,12 month-ending,Number of Deaths,51231,100,0.08002967,
WI,Wisconsin,2016,October,12 month-ending,Number of Deaths,51212,100,0.185503398,
WI,Wisconsin,2015,March,12 month-ending,Number of Deaths,51128,100,0.066499765,
WI,Wisconsin,2015,December,12 month-ending,Number of Deaths,51074,100,0.207541998,
WI,Wisconsin,2016,May,12 month-ending,Number of Deaths,51035,100,0.199862839,
WI,Wisconsin,2016,July,12 month-ending,Number of Deaths,51027,100,0.19597468,
WI,Wisconsin,2016,June,12 month-ending,Number of Deaths,51012,100,0.196032306,
WI,Wisconsin,2016,March,12 month-ending,Number of Deaths,50880,100,0.206367925,
WI,Wisconsin,2016,February,12 month-ending,Number of Deaths,50878,100,0.204410551,
WI,Wisconsin,2016,April,12 month-ending,Number of Deaths,50822,100,0.208571091,
WI,Wisconsin,2015,February,12 month-ending,Number of Deaths,50801,100,0.068896282,
WI,Wisconsin,2015,January,12 month-ending,Number of Deaths,50658,100,0.065142722,
WI,Wisconsin,2016,January,12 month-ending,Number of Deaths,50651,100,0.209275236,
ND,North Dakota,2016,December,12 month-ending,Number of Drug Overdose Deaths,80,100,0.249779606,
ND,North Dakota,2016,November,12 month-ending,Number of Drug Overdose Deaths,79,100,0.192849726,
